Date,Price,Market Caps,Volumes
2017-12-31 00:00:00.000,13620.3618741461,248925602660.692,3600481281.03768
2018-01-01 00:00:00.000,14839.5907854184,236440337971.831,2921202870.14992
2018-01-02 00:00:00.000,14093.6068305274,257079617264.841,2345478673.51547
2018-01-03 00:00:00.000,15321.9328517642,261505188675.85794,4130217904.20997
2018-01-04 00:00:00.000,15583.8855377593,268124738814.99704,3310355625.1255913
2018-01-05 00:00:00.000,15976.365194174,307774011688.3515,4217387187.5256386
2018-01-06 00:00:00.000,18336.9229801691,307926110569.5282,6275687595.940333
2018-01-07 00:00:00.000,18343.6624934071,286074127681.1376,4240919830.5153003
2018-01-08 00:00:00.000,17039.8739138488,266976271422.5615,3044989246.796485
2018-01-09 00:00:00.000,15900.3650216006,262044268423.30463,5752981089.536744
2018-01-10 00:00:00.000,15604.7234082405,260474112841.84482,4214092201.8070655
2018-01-11 00:00:00.000,15509.2701268168,236008991341.7291,4969472882.941215
2018-01-12 00:00:00.000,14050.5696063543,247945818276.33105,5833888113.053883
2018-01-13 00:00:00.000,14759.294629915,255265724750.92688,4021952802.5976954
2018-01-14 00:00:00.000,15193.3148979847,243252295974.26068,3134247725.132476
2018-01-15 00:00:00.000,14476.5889713691,242193794408.73285,3336056550.553205
2018-01-16 00:00:00.000,14411.9977069182,197043955228.79236,3222958351.447812
2018-01-17 00:00:00.000,11723.9135206658,191882616843.4473,9677283153.059654
