Dates,High,Low,Open,Close,Volume,Quote Volume,Average Price
2015-12-08 00:00:00,0.00204477,0.001972,0.00202845,0.00200046,49.83235449,24916.5718624,0.00199996
2015-12-08 04:00:00,0.00204312,0.001992,0.00200046,0.00202439,36.08461926,17956.37066272,0.00200957
2015-12-08 08:00:00,0.00204,0.001965,0.00202439,0.00196751,53.60006889,26768.81910408,0.00200233
2015-12-08 12:00:00,0.00201144,0.001964,0.00197989,0.00198142,37.10230377,18640.52330653,0.00199041
2015-12-08 16:00:00,0.00201453,0.001976,0.00198153,0.0020002,41.8718395,20964.68360244,0.00199725
2015-12-08 20:00:00,0.0020798,0.0019631,0.0020002,0.00197138,187.17350467,92857.36268328,0.0020157
2015-12-09 00:00:00,0.00199689,0.00185999,0.00197141,0.00185999,184.73012933,96407.45450868,0.00191613
2015-12-09 04:00:00,0.00194,0.00185,0.00185999,0.00188006,140.27610343,74719.70493614,0.00187736
2015-12-09 08:00:00,0.001913,0.00181901,0.00188007,0.00181901,54.72316857,29379.49490227,0.00186263
2015-12-09 12:00:00,0.00193013,0.00181729,0.00181958,0.00191025,192.14515002,102668.93207134,0.0018715
2015-12-09 16:00:00,0.00196,0.00187253,0.001916,0.00193,128.03268071,66521.40288492,0.00192468
2015-12-09 20:00:00,0.00193995,0.00188772,0.00193,0.00189001,35.68371824,18793.67338949,0.0018987
2015-12-10 00:00:00,0.00192943,0.001879,0.00189899,0.00190013,22.66475804,11899.48190122,0.00190468
2015-12-10 04:00:00,0.00193217,0.00190001,0.00190013,0.0019233,19.73686332,10343.85145018,0.00190807
2015-12-10 08:00:00,0.00193013,0.00189,0.00192271,0.00191,35.90797107,18802.93506559,0.0019097
2015-12-10 12:00:00,0.00207,0.00187474,0.00191,0.00202008,149.38656049,75803.27748761,0.00197071
2015-12-10 16:00:00,0.00209581,0.00200788,0.00204295,0.00205817,62.60763284,30404.17945111,0.00205917
2015-12-10 20:00:00,0.00206999,0.002015,0.00206268,0.00201509,48.46900221,23685.70877057,0.00204633
2015-12-11 00:00:00,0.0020296,0.00196,0.00202838,0.00196161,38.25071788,19238.29028541,0.00198825
2015-12-11 04:00:00,0.00201431,0.00195602,0.001961,0.00198696,21.05292989,10595.24419218,0.00198701
2015-12-11 08:00:00,0.00199758,0.00190264,0.00198699,0.00191679,51.05767937,26430.95459064,0.00193173
2015-12-11 12:00:00,0.00194628,0.00190002,0.00191747,0.00191113,61.05437955,31826.33692854,0.00191836
2015-12-11 16:00:00,0.002172,0.00188893,0.001912,0.002039,606.87706897,297951.98933509,0.00203682
2015-12-11 20:00:00,0.00209997,0.00197,0.002039,0.00207441,140.54677335,69228.8711624,0.00203017
2015-12-12 00:00:00,0.002255,0.00205,0.00207405,0.002155,440.55802007,206302.17023756,0.00213549
2015-12-12 04:00:00,0.002385,0.00215,0.00215,0.00223001,337.59260887,147510.62628036,0.00228859
2015-12-12 08:00:00,0.0023,0.00215012,0.00223001,0.00220975,218.52601919,98213.20989994,0.00222501
2015-12-12 12:00:00,0.00245,0.0021601,0.00221017,0.00236672,374.94035024,161863.20236178,0.0023164
2015-12-12 16:00:00,0.00236645,0.002268,0.00236645,0.00229,128.57897325,55977.23008973,0.00229698
2015-12-12 20:00:00,0.0023199,0.00221055,0.00230005,0.00224001,126.79845839,55951.73080833,0.00226621
2015-12-13 00:00:00,0.00227297,0.00221055,0.00222619,0.00225913,50.39733443,22519.48697695,0.00223794
2015-12-13 04:00:00,0.00229828,0.0022302,0.00223165,0.00225001,22.80259053,10067.16225506,0.00226504
2015-12-13 08:00:00,0.00227189,0.00223,0.00225001,0.002231,12.39480309,5521.22308229,0.00224493
2015-12-13 12:00:00,0.00225,0.002211,0.00223,0.00222004,36.4930446,16403.64946646,0.00222469
2015-12-13 16:00:00,0.00224,0.00212991,0.00222065,0.00213101,63.84833436,29233.91268172,0.00218405
2015-12-13 20:00:00,0.00223865,0.00213104,0.00213181,0.0022,125.65836434,57387.62215116,0.00218964
2015-12-14 00:00:00,0.0022501,0.0021948,0.0022147,0.00220635,31.13123333,14048.78103834,0.00221593
2015-12-14 04:00:00,0.00231803,0.00220288,0.002226,0.0023,111.93395301,48978.80731638,0.00228535
2015-12-14 08:00:00,0.00231989,0.00218055,0.0023,0.00220012,204.90696252,91323.05706674,0.00224375
2015-12-14 12:00:00,0.00225094,0.00220012,0.00220012,0.002235,51.88693193,23227.17089758,0.00223388
2015-12-14 16:00:00,0.00228166,0.00222012,0.00223501,0.00224,44.01965685,19578.95458785,0.00224831
2015-12-14 20:00:00,0.00228197,0.00223,0.00224,0.00223,27.27505672,12124.88067217,0.00224951
2015-12-15 00:00:00,0.00223136,0.00218299,0.00222929,0.00219,61.55575452,27914.70161788,0.00220513
2015-12-15 04:00:00,0.00220404,0.00215241,0.00219,0.00216326,63.16137888,28995.53527996,0.00217831
2015-12-15 08:00:00,0.00229136,0.00215,0.00218024,0.002265,242.07389185,108731.45053284,0.00222634
2015-12-15 12:00:00,0.002288,0.00221133,0.00226497,0.00222899,60.74303954,27097.33138633,0.00224166
2015-12-15 16:00:00,0.00223001,0.0021816,0.00222899,0.00218223,52.82030786,23924.66322141,0.00220777
2015-12-15 20:00:00,0.00220962,0.00216799,0.00218223,0.002173,34.27938998,15705.95365594,0.00218257
2015-12-16 00:00:00,0.00221211,0.00216005,0.00218935,0.00219371,30.05090543,13735.36437729,0.00218784
2015-12-16 04:00:00,0.00222,0.00216035,0.0022,0.00218,39.92186147,18317.26396043,0.00217946
2015-12-16 08:00:00,0.00222319,0.00216012,0.00218,0.002177,34.0831412,15612.69617571,0.00218304
2015-12-16 12:00:00,0.00219413,0.00215,0.00217801,0.00215,52.89596078,24436.73898174,0.0021646
2015-12-16 16:00:00,0.00221,0.00215,0.00215771,0.00218499,42.07714597,19257.97235512,0.00218492
2015-12-16 20:00:00,0.00220853,0.00216002,0.00218499,0.00218169,33.97492666,15548.67632303,0.00218506
2015-12-17 00:00:00,0.00220999,0.00216501,0.002185,0.00216501,9.54073049,4380.28042556,0.0021781
2015-12-17 04:00:00,0.00218237,0.00197723,0.00217627,0.0020293,273.87860388,133304.91415853,0.00205452
2015-12-17 08:00:00,0.00209997,0.00202568,0.00202965,0.00208,82.88247465,40177.49224493,0.0020629
2015-12-17 12:00:00,0.00209636,0.00202574,0.00206647,0.00204105,60.90241548,29773.46759262,0.00204552
2015-12-17 16:00:00,0.0021399,0.00204105,0.00204105,0.002079,82.36960359,39402.25145375,0.00209047
2015-12-17 20:00:00,0.00209975,0.00206193,0.00208,0.00208077,34.78622707,16685.52105125,0.00208481
2015-12-18 00:00:00,0.00208099,0.00200013,0.00207041,0.00200014,59.70574261,29369.17095795,0.00203293
2015-12-18 04:00:00,0.00203659,0.00200012,0.00200014,0.002009,33.31789036,16565.3846461,0.00201129
2015-12-18 08:00:00,0.00202008,0.002,0.002009,0.00200006,39.25594755,19618.28017713,0.00200098
2015-12-18 12:00:00,0.00201,0.00196012,0.00200006,0.00198006,152.2242113,76348.55462726,0.0019938
2015-12-18 16:00:00,0.00202349,0.00197888,0.00198007,0.00199,26.28072805,13146.22929944,0.0019991
2015-12-18 20:00:00,0.00199946,0.00196215,0.0019902,0.00198001,29.27149721,14819.24060451,0.00197523
2015-12-19 00:00:00,0.00198571,0.00196001,0.00198001,0.00198,24.32701261,12351.8064557,0.00196951
2015-12-19 04:00:00,0.00198,0.00192505,0.00198,0.00194017,41.84518067,21469.87832942,0.00194901
2015-12-19 08:00:00,0.00197,0.00188893,0.00194017,0.00192,80.67568318,41960.21621668,0.00192267
2015-12-19 12:00:00,0.00196,0.00190255,0.00192,0.00194698,46.36648137,23949.46614431,0.00193601
2015-12-19 16:00:00,0.00199,0.00193099,0.00194699,0.00197,27.50638783,13978.11519498,0.00196781
2015-12-19 20:00:00,0.00199128,0.00194932,0.00197303,0.00195059,24.87904407,12634.7529996,0.00196909
2015-12-20 00:00:00,0.00202876,0.0019506,0.0019506,0.0020025,36.77153454,18432.9392777,0.00199488
2015-12-20 04:00:00,0.0020025,0.00195972,0.0020025,0.0019744,23.51770307,11852.64521296,0.00198417
2015-12-20 08:00:00,0.002,0.00195976,0.00197469,0.00197118,25.37990217,12778.67540898,0.00198611
2015-12-20 12:00:00,0.002028,0.00197101,0.00197517,0.0020025,48.45892657,24175.09943389,0.00200449
2015-12-20 16:00:00,0.00218535,0.00200007,0.0020025,0.00205009,307.29440888,146543.46886239,0.00209695
2015-12-20 20:00:00,0.00206483,0.00201999,0.00205021,0.00203997,36.14951974,17661.45519222,0.0020468
2015-12-21 00:00:00,0.00211999,0.00202664,0.00203998,0.00205801,123.72934058,59498.07920439,0.00207955
2015-12-21 04:00:00,0.00209088,0.00202006,0.0020652,0.002043,61.18474637,29815.65633447,0.0020521
2015-12-21 08:00:00,0.00207045,0.00202725,0.00205093,0.002037,30.82510648,15075.81895604,0.00204467
2015-12-21 12:00:00,0.00209498,0.00199066,0.002037,0.00209498,118.84474766,58529.69334478,0.0020305
2015-12-21 16:00:00,0.00209465,0.00204004,0.00209465,0.00204562,42.5945123,20712.45760829,0.00205646
2015-12-21 20:00:00,0.00208781,0.00204111,0.00204583,0.00205945,47.95832513,23253.7134489,0.00206239
2015-12-22 00:00:00,0.00207741,0.0020222,0.00204169,0.00204095,29.79894163,14591.10590511,0.00204226
2015-12-22 04:00:00,0.00207,0.0020221,0.00204095,0.00203391,31.51097174,15330.03861488,0.0020555
2015-12-22 08:00:00,0.0020598,0.00202111,0.00204497,0.00203448,22.66439486,11131.01012302,0.00203614
2015-12-22 12:00:00,0.00207,0.00203,0.00205117,0.00206285,28.88947933,14066.1534802,0.00205382
2015-12-22 16:00:00,0.00208581,0.00204369,0.00206275,0.00207885,66.18694247,32035.23113397,0.00206606
2015-12-22 20:00:00,0.0020799,0.00196801,0.00207976,0.00198633,212.5396614,105486.49084871,0.00201485
2015-12-23 00:00:00,0.00201,0.00195234,0.0019818,0.00199931,40.68500852,20503.10052633,0.00198433
2015-12-23 04:00:00,0.002,0.00196011,0.001984,0.00196174,40.24907296,20397.79456703,0.0019732
2015-12-23 08:00:00,0.00198771,0.00194577,0.00196176,0.00196247,29.82729505,15170.35369829,0.00196615
2015-12-23 12:00:00,0.00197726,0.00193,0.00197726,0.00195093,32.65429431,16806.87689563,0.00194291
2015-12-23 16:00:00,0.00197,0.00193421,0.00195085,0.00194002,22.00641168,11296.08400608,0.00194814
2015-12-23 20:00:00,0.00194876,0.0019,0.00193422,0.00192889,53.31862015,27824.92846751,0.00191621
2015-12-24 00:00:00,0.00193,0.00187,0.00192914,0.00187677,91.29075873,48190.22716026,0.00189438
2015-12-24 04:00:00,0.00191,0.00185876,0.00187804,0.00186534,30.10839365,16025.92025627,0.00187873
2015-12-24 08:00:00,0.00189998,0.00186138,0.00186534,0.0018971,45.13182606,23965.68168841,0.00188318
2015-12-24 12:00:00,0.00194736,0.0018971,0.0018971,0.00192604,34.39181021,17867.51254593,0.00192482
2015-12-24 16:00:00,0.00193087,0.00187008,0.00192604,0.0019099,48.13113776,25357.62229305,0.00189809
2015-12-24 20:00:00,0.00193379,0.00187073,0.00192456,0.00188327,35.59518783,18760.88199782,0.0018973
2015-12-25 00:00:00,0.001926,0.00188341,0.00188341,0.001905,23.73231205,12491.39087449,0.00189989
2015-12-25 04:00:00,0.00191984,0.00188499,0.00190647,0.00188965,17.0616928,8947.0814734,0.00190695
2015-12-25 08:00:00,0.0019291,0.00188966,0.00188966,0.00190903,11.68030461,6102.34673583,0.00191406
2015-12-25 12:00:00,0.00193262,0.001896,0.00190903,0.00189607,17.7648421,9276.59018887,0.00191501
2015-12-25 16:00:00,0.00191828,0.00189601,0.00189607,0.00191199,7.12947691,3744.51752133,0.00190397
2015-12-25 20:00:00,0.00192499,0.00190402,0.001912,0.00191183,9.11966453,4773.5696791,0.00191044
2015-12-26 00:00:00,0.00197899,0.00190252,0.00191183,0.00191993,28.970749,14954.12653425,0.0019373
2015-12-26 04:00:00,0.00204325,0.00192335,0.00192335,0.00201668,57.90862424,28909.21200061,0.00200312
2015-12-26 08:00:00,0.0021,0.00201669,0.00202,0.0020418,112.55036426,54854.9220669,0.00205178
2015-12-26 12:00:00,0.00206499,0.00202,0.00205097,0.002025,46.53442123,22814.00819095,0.00203973
2015-12-26 16:00:00,0.00210999,0.00203955,0.00203955,0.00204001,95.53690555,46003.25740616,0.00207674
2015-12-26 20:00:00,0.002069,0.00203001,0.00204001,0.00204086,54.15203081,26379.76713571,0.00205278
2015-12-27 00:00:00,0.0020705,0.00204086,0.0020583,0.002041,9.82611958,4783.34197336,0.00205423
2015-12-27 04:00:00,0.00207039,0.00203071,0.00205943,0.00203119,16.19151497,7926.86656957,0.00204261
2015-12-27 08:00:00,0.00204899,0.00200672,0.0020312,0.00201276,28.67578921,14135.82135433,0.00202859
2015-12-27 12:00:00,0.00204,0.002012,0.00201276,0.00201555,13.63364937,6745.64192755,0.0020211
2015-12-27 16:00:00,0.00204,0.00200772,0.00201555,0.0020116,20.53786755,10180.56037733,0.00201736
2015-12-27 20:00:00,0.0020479,0.00200672,0.0020116,0.00201997,19.0596677,9438.29753315,0.00201939
2015-12-28 00:00:00,0.00205037,0.00201017,0.00201988,0.00203852,40.66821229,19959.32589953,0.00203755
2015-12-28 04:00:00,0.00203852,0.00200027,0.0020385,0.00200531,24.53826037,12154.23483892,0.0020189
2015-12-28 08:00:00,0.002023,0.002,0.00200532,0.00200599,12.28265184,6124.28706125,0.00200556
2015-12-28 12:00:00,0.00201411,0.00196,0.00200599,0.00196025,36.52510537,18408.31877676,0.00198416
2015-12-28 16:00:00,0.00200777,0.00196002,0.00196091,0.00198977,28.19785625,14207.61502215,0.0019847
2015-12-28 20:00:00,0.00203,0.0019787,0.00198977,0.00200058,24.65816624,12316.10168522,0.0020021
2015-12-29 00:00:00,0.00202109,0.00198649,0.00202107,0.00198888,11.27582848,5630.57334878,0.0020026
2015-12-29 04:00:00,0.00201176,0.001964,0.00198888,0.00197787,35.69593258,18046.98553675,0.00197794
2015-12-29 08:00:00,0.00198996,0.00196481,0.00197787,0.00196992,5.24521707,2650.21024555,0.00197917
2015-12-29 12:00:00,0.00200813,0.00196678,0.00196992,0.00196687,21.9777131,11096.79444783,0.00198054
2015-12-29 16:00:00,0.00200639,0.00196687,0.00196687,0.00199007,37.00909154,18615.87668984,0.00198803
2015-12-29 20:00:00,0.002021,0.00198606,0.00199007,0.00201411,16.39037691,8169.54562563,0.00200627
2015-12-30 00:00:00,0.00207,0.00199002,0.00201424,0.00203696,95.92098121,47139.74568021,0.00203482
2015-12-30 04:00:00,0.00213679,0.00203696,0.00203696,0.00208993,77.46175676,37131.01235993,0.00208617
2015-12-30 08:00:00,0.00208898,0.00204141,0.00208835,0.00205495,17.05403339,8247.06692155,0.00206789
2015-12-30 12:00:00,0.002096,0.002036,0.00205495,0.00207501,71.10988869,34364.97809813,0.00206925
2015-12-30 16:00:00,0.00209135,0.00205773,0.00207501,0.00207748,16.46363219,7964.32088138,0.00206717
2015-12-30 20:00:00,0.00224174,0.002067,0.00207748,0.00215,387.59200822,179885.17708479,0.00215466
2015-12-31 00:00:00,0.00231,0.00213022,0.00215,0.00228494,273.30494895,122065.05345837,0.00223901
2015-12-31 04:00:00,0.00233089,0.00220787,0.00228494,0.00222754,191.51082933,83956.06927797,0.00228108
2015-12-31 08:00:00,0.00227932,0.00222517,0.00222754,0.002245,72.93219418,32334.19304061,0.00225557
2015-12-31 12:00:00,0.00229545,0.00221002,0.002245,0.002239,85.93541872,38035.39239607,0.00225935
2015-12-31 16:00:00,0.002239,0.00216,0.002239,0.0022,101.55257415,46255.74276875,0.00219545
2015-12-31 20:00:00,0.00219993,0.00216316,0.00219993,0.00216521,11.89397578,5470.40869498,0.00217423
2016-01-01 00:00:00,0.00219357,0.00216513,0.00216521,0.00216743,20.74486668,9524.08371676,0.00217814
2016-01-01 04:00:00,0.00219991,0.00216743,0.00216744,0.002174,10.09271656,4618.07447201,0.00218548
2016-01-01 08:00:00,0.00217868,0.0021342,0.00217731,0.0021348,17.76090769,8223.55521154,0.00215976
2016-01-01 12:00:00,0.00221,0.0021321,0.00213493,0.002176,77.04426898,35157.66346135,0.00219139
2016-01-01 16:00:00,0.00219506,0.0021525,0.00217602,0.0021531,37.26522888,17245.66852574,0.00216084
2016-01-01 20:00:00,0.00217982,0.002152,0.0021531,0.00217692,15.79176294,7292.19149952,0.00216557
2016-01-02 00:00:00,0.00222099,0.00214799,0.00217673,0.00222093,72.97059118,33323.12948491,0.00218978
2016-01-02 04:00:00,0.0022221,0.0022,0.00220974,0.00221001,11.52908503,5213.54121432,0.00221137
2016-01-02 08:00:00,0.00223,0.00220561,0.00221626,0.00221276,43.41535498,19584.81210899,0.00221678
2016-01-02 12:00:00,0.00222826,0.00220175,0.00221276,0.00220179,29.19912895,13206.65704493,0.00221094
2016-01-02 16:00:00,0.0022178,0.00217,0.00220179,0.00217404,21.588978,9864.26844221,0.0021886
2016-01-02 20:00:00,0.00217403,0.00214601,0.002174,0.00215034,32.42644148,15031.9324476,0.00215717
2016-01-03 00:00:00,0.002181,0.00215,0.00215031,0.00218018,7.95749735,3682.31177485,0.002161
2016-01-03 04:00:00,0.00220057,0.00218018,0.00218018,0.0021844,8.37020255,3814.81806194,0.00219412
2016-01-03 08:00:00,0.00230989,0.00218101,0.0021844,0.00230003,200.60958471,87932.21535204,0.00228141
2016-01-03 12:00:00,0.00230943,0.00224,0.00230003,0.0023,52.67821507,23173.22690436,0.00227323
2016-01-03 16:00:00,0.00229938,0.00225032,0.00226601,0.00225686,33.83892307,14897.38452695,0.00227146
2016-01-03 20:00:00,0.00227298,0.0022302,0.00225686,0.0022437,29.23868531,13003.98597884,0.00224844
2016-01-04 00:00:00,0.00225999,0.00223568,0.00224371,0.00223592,10.84140377,4832.62031583,0.00224338
2016-01-04 04:00:00,0.00225893,0.002215,0.00223594,0.00221501,62.80692347,28206.03023359,0.00222671
2016-01-04 08:00:00,0.002247,0.00220003,0.00221501,0.00220034,24.19839076,10895.88002181,0.00222087
2016-01-04 12:00:00,0.00221999,0.00214522,0.00220036,0.00216888,69.33097061,31840.74415205,0.00217742
2016-01-04 16:00:00,0.00219614,0.00210801,0.00216836,0.00214552,72.46527295,33621.72263566,0.00215531
2016-01-04 20:00:00,0.00221,0.00212785,0.00212785,0.00218069,41.75087514,19315.30524969,0.00216154
2016-01-05 00:00:00,0.0022304,0.00216812,0.00218071,0.00223004,22.55283756,10262.15804185,0.00219767
2016-01-05 04:00:00,0.00223004,0.00217012,0.00223004,0.00219999,20.68717989,9441.43048318,0.0021911
2016-01-05 08:00:00,0.00225001,0.00219096,0.0022,0.0022,33.13869472,14909.10785593,0.00222271
2016-01-05 12:00:00,0.00222057,0.002191,0.00219102,0.00220537,38.03972569,17225.77786962,0.0022083
2016-01-05 16:00:00,0.00222,0.002191,0.002194,0.002219,28.94799628,13113.82877477,0.00220744
2016-01-05 20:00:00,0.00223545,0.0022,0.002219,0.0022,23.90053468,10799.68795615,0.00221307
2016-01-06 00:00:00,0.00224,0.00218001,0.0022,0.00220506,72.33610077,32708.54890555,0.00221153
2016-01-06 04:00:00,0.00222414,0.0021727,0.00220509,0.00220055,29.00763615,13215.90341649,0.0021949
2016-01-06 08:00:00,0.00222,0.00217088,0.00220025,0.00219,47.92574782,21739.67020862,0.00220452
2016-01-06 12:00:00,0.00221999,0.00218566,0.00219001,0.0021892,33.74529746,15292.93851593,0.00220659
2016-01-06 16:00:00,0.00224058,0.00218927,0.00218927,0.00220078,42.49733342,19171.96814855,0.00221663
2016-01-06 20:00:00,0.00223459,0.0021892,0.00221923,0.002215,25.34070698,11459.65287243,0.00221129
2016-01-07 00:00:00,0.00229,0.00215,0.002215,0.00215848,159.46448599,72151.1442544,0.00221014
2016-01-07 04:00:00,0.00218831,0.00205861,0.00218831,0.00210579,120.32346706,56765.72518996,0.00211964
2016-01-07 08:00:00,0.00214863,0.00205965,0.00210615,0.00212396,71.96628221,34010.16022464,0.00211602
2016-01-07 12:00:00,0.00212396,0.00206847,0.00212351,0.00209981,152.71838556,73070.4048449,0.00209001
2016-01-07 16:00:00,0.00212101,0.00205139,0.00209981,0.00208598,94.2927573,45344.8282903,0.00207946
2016-01-07 20:00:00,0.00209899,0.00204893,0.00206744,0.00204944,69.26646551,33430.99125284,0.00207192
2016-01-08 00:00:00,0.0021,0.00203531,0.00204944,0.00207006,84.50007536,40864.11347695,0.00206783
2016-01-08 04:00:00,0.002143,0.00207034,0.002078,0.002143,69.05682528,32729.91966818,0.00210989
2016-01-08 08:00:00,0.00214317,0.00209412,0.00214289,0.00212428,30.9951206,14594.08223577,0.00212381
2016-01-08 12:00:00,0.00215,0.00211085,0.00212427,0.00212246,27.95220642,13129.63499146,0.00212894
2016-01-08 16:00:00,0.00221,0.00212247,0.00212247,0.00217609,136.25613288,63050.71371619,0.00216105
2016-01-08 20:00:00,0.00221,0.00215219,0.00218608,0.00217001,51.44156971,23634.8909513,0.0021765
2016-01-09 00:00:00,0.0021879,0.00215367,0.00217001,0.00217,32.15217596,14819.5860563,0.00216957
2016-01-09 04:00:00,0.0021924,0.00215605,0.00217,0.00217996,24.93458953,11450.71058914,0.00217755
2016-01-09 08:00:00,0.00219,0.002155,0.00216432,0.00216913,26.54456036,12229.71099485,0.00217049
2016-01-09 12:00:00,0.00219239,0.00216695,0.00216913,0.00217068,14.64204216,6711.89482106,0.0021815
2016-01-09 16:00:00,0.00218959,0.0021705,0.00217068,0.00217504,12.89341772,5926.04234596,0.00217572
2016-01-09 20:00:00,0.002214,0.00217499,0.00217505,0.00219001,35.81869788,16315.76409525,0.00219534
2016-01-10 00:00:00,0.00221195,0.00218528,0.00219027,0.00219,10.09705333,4602.73130016,0.0021937
2016-01-10 04:00:00,0.00220434,0.00218002,0.00219,0.0022,28.74364342,13116.88307575,0.00219134
2016-01-10 08:00:00,0.002275,0.00219054,0.00220001,0.00224,117.74862102,52617.65380241,0.00223781
2016-01-10 12:00:00,0.002275,0.00220804,0.00224499,0.00223901,113.64564974,50692.26552886,0.00224187
2016-01-10 16:00:00,0.002263,0.00220283,0.00223902,0.00224399,59.90625949,26878.73739986,0.00222876
2016-01-10 20:00:00,0.002276,0.00222628,0.0022311,0.00223245,33.38792278,14889.32015794,0.0022424
2016-01-11 00:00:00,0.00237889,0.00221658,0.00223245,0.00235622,264.40527708,114429.24796028,0.00231064
2016-01-11 04:00:00,0.002394,0.00226716,0.00236003,0.00230002,172.78373373,73933.728248,0.002337
2016-01-11 08:00:00,0.00231306,0.002268,0.00229991,0.00229097,123.70874199,54193.83200703,0.0022827
2016-01-11 12:00:00,0.00235416,0.00227134,0.00227147,0.002321,345.47424936,149520.98890514,0.00231054
2016-01-11 16:00:00,0.00237,0.0023,0.00231415,0.00232999,160.72613668,68909.71341063,0.00233241
2016-01-11 20:00:00,0.00237121,0.002301,0.00232996,0.00236753,77.16943786,33012.81188925,0.00233756
2016-01-12 00:00:00,0.00243,0.0023518,0.00236753,0.00238103,229.60038029,95895.19820038,0.00239428
